Type,Identification,Field,Article name,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_fP7emF.heading_3kxkH6.text:3fk1a2ed16kna,what-is-blue-light,fi,,,<p>Our Story</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_fP7emF.heading_3kxkH6.text:3fk1a2ed16kna,what-is-blue-light,fr,,,<p>Our Story</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_fP7emF.heading_3kxkH6.text:3fk1a2ed16kna,what-is-blue-light,nb,,,<p>Our Story</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_fP7emF.heading_3kxkH6.text:3fk1a2ed16kna,what-is-blue-light,nl,,,<p>Our Story</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_fP7emF.heading_3kxkH6.text:3fk1a2ed16kna,what-is-blue-light,sv,,,<p>Our Story</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,da,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,de,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,fi,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,fr,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,nb,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,nl,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.button_aXbxWD.button_text:2b2gn0arongp3,what-is-blue-light,sv,,,View our collection,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,da,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,de,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,fi,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,fr,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,nb,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,nl,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.button_text:2a2or24q68a5m,what-is-blue-light,sv,,,My eyes need a break,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,da,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,de,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,fi,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,fr,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,nb,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,nl,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.subheading:2wqzefb3sn1ha,what-is-blue-light,sv,,,Anti Blue light glasses,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,da,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,de,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,fi,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,fr,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,nb,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,nl,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.heading_nqrnzF.text:21otuk4zi3fgf,what-is-blue-light,sv,,,<h2>From blue light</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,da,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,de,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,fi,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,fr,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,nb,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,nl,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_dY3j9G.title:21ydu23r6ty36,what-is-blue-light,sv,,,<h2>from Luxreaders</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,da,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,de,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,fi,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,fr,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,nb,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,nl,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.subheading_rLtXJP.text:1gtgajk9xbdi0,what-is-blue-light,sv,,,<p>What is blue light</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,da,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,de,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,fi,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,fr,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,nb,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,nl,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_NW8n3w.title:1v1zqk205vber,what-is-blue-light,sv,,,<h2>Digitalized world</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,da,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,de,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,fi,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,fr,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,nb,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,nl,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_image_with_text_AGQHJC.title:k9q1dftuf126,what-is-blue-light,sv,,,<h2>What is blue light?</h2>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,da,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,de,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,fi,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,fr,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,nb,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,nl,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_text_4AHxHQ.subheading_YdxjAe.text:3agef42pdb29b,what-is-blue-light,sv,,,<p>HOW DO I PROTECT MY EYES</p>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,da,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,de,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,fi,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,fr,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,nb,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,nl,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.heading_Anyxmq.text:3jcwvjd0inq92,what-is-blue-light,sv,,,<h1>What is blue light<strong> </strong>and why does it matter?</h1>,
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.text_x9rVKk.text:1vsbscg0gaav8,what-is-blue-light,da,,,"<p>Share information about your brand, describe a product, share announcements, or welcome customers to your store.</p>",
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.text_x9rVKk.text:1vsbscg0gaav8,what-is-blue-light,de,,,"<p>Share information about your brand, describe a product, share announcements, or welcome customers to your store.</p>",
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.text_x9rVKk.text:1vsbscg0gaav8,what-is-blue-light,fi,,,"<p>Share information about your brand, describe a product, share announcements, or welcome customers to your store.</p>",
ONLINE_STORE_THEME,136503066681,section.article.what-is-blue-light.json.section_banner_image_KgWYb9.text_x9rVKk.text:1vsbscg0gaav8,what-is-blue-light,fr,,,"<p>Share information about your brand, describe a product, share announcements, or welcome customers to your store.</p>",
